Artemisia incana,Ai
Artemisia judaica,Aj
Artemisia kopetdaghensis,Ak
Artemisia maritima,Am
Artemisia myriantha,Am
Artemisia nilagirica,An
Artemisia persica,Ap
Artemisia roxburghiana,Ar
Artemisia santolina,As
Artemisia scoparia,As
Artemisia sieberi,As
Artemisia splendens,As
Artemisia stelleriana,As
Artemisia subdigitata,As
Artemisia verlotiorum,Av
Artemisia vulgaris,Av
Asparagus officinalis,Ao
Aspilia africana,Aa
Astartea leptophylla,Al
Aster ageratoides,Aa
Aster tataricus,At
Astrodaucus orientalis,Ao
Astrodaucus persicus,Ap
Astydamia latifolia,Al
Atalantia buxifolia,Ab
Atalantia roxburghiana,Ar
Athamanta sicula,As
Athamanta turbith,At
Athrotaxis cupressoides,Ac
Athrotaxis selaginoides,As
Austrian leopard's,Al
Austrocedrus chilensis,Ac
Baccharis articulata,Ba
Baccharis coridifolia,Bc
Baccharis dracunculifolia,Bd
Baccharis elaeoides,Be
Baccharis halimifolia,Bh
Baccharis linearis,Bl
Baccharis magellanica,Bm
Baccharis obovata,Bo
Baccharis racemosa,Br
Baccharis salicifolia,Bs
Baccharis tenella,Bt
Baccharis tricuneata,Bt
Backhousia citriodora,Bc
Backhousia enata,Be
Backhousia myrtifolia,Bm
Ballota aucheri,Ba
Barbarea vulgaris,Bv
Barongia lophandra,Bl
Bauhinia ungulata,Bu
Becium grandiflorum,Bg
Berula erecta,Be
Beta vulgaris,Bv
Betula platyphylla,Bp
Bidens alba,Ba
Bidens cernua,Bc
Bidens gardneri,Bg
Bidens pilosa,Bp
Bidens tripartita,Bt
Bifora radians,Br
Bixa orellana,Bo
black cardamom,bc
Black raspberry,Br
Blepharocalyx giganteus,Bg
Blepharocalyx salicifolius,Bs
Bocageopsis multiflora,Bm
Boechera stricta,Bs
Boesenbergia pandurata,Bp
Bombycilaena erecta,Be
Bottle gourd,Bg
Bowdichia virgilioides,Bv
Brachypodium distachyon,Bd
Brachypodium hybridum,Bh
Brachypodium stacei,Bs
Brachypodium sylvaticum,Bs
Brachystegia nigerica,Bn
Brassica campestris,Bc
Brassica cretica,Bc
Brassica napus,Bn
Brassica oleracea,Bo
Brassica rapa,Br
breckland thyme,bt
Bruguiera gymnorhiza,Bg
Bryophyllum pinnatum,Bp
Bunium cylindricum,Bc
Bunium persicum,Bp
Bupleurum bicaule,Bb
Bupleurum chinense,Bc
Bupleurum fruticosum,Bf
Bupleurum gibraltarium,Bg
Bupleurum longicaule,Bl
Bupleurum malconense,Bm
Bupleurum marginatum,Bm
Bupleurum microcephalum,Bm
Bupleurum rigidum,Br
Bupleurum scorzonerifolium,Bs
Bupleurum smithii,Bs
Bupleurum wenchuanense,Bw
Bupleurum yinchowense,By
Bursera aromatica,Ba
Bursera hollickii,Bh
Bursera microphylla,Bm
Cachrys alpina,Ca
Cachrys ferulacea,Cf
Cachrys trifida,Ct
Caesalpinia violacea,Cv
Cajanus cajan,Cc
Calamintha nepeta,Cn
Calamintha tauricola,Ct
Calamintha vardarensis,Cv
Calendula officinalis,Co
Callistemon acuminatus,Ca
Callistemon chisholmii,Cc
Callistemon citrinus,Cc
Callistemon comboynensis,Cc
Callistemon flavovirens,Cf
Callistemon formosus,Cf
Callistemon forresterae,Cf
Callistemon genofluvialis,Cg
Callistemon glaucus,Cg
Callistemon kenmorrisonii,Ck
Callistemon linearifolius,Cl
Callistemon linearis,Cl
Callistemon macropunctatus,Cm
Callistemon montanus,Cm
Callistemon pachyphyllus,Cp
Callistemon pallidus,Cp
Callistemon pauciflorus,Cp
Callistemon pearsonii,Cp
Callistemon phoeniceus,Cp
Callistemon pinifolius,Cp
Callistemon pityoides,Cp
Callistemon polandii,Cp
Callistemon pungens,Cp
Callistemon recurvus,Cr
Callistemon rigidus,Cr
Callistemon salignus,Cs
Callistemon shiressii,Cs
Callistemon sieberi,Cs
Callistemon subulatus,Cs
Callistemon viminalis,Cv
Calycolpus australis,Ca
Calyptranthes microphylla,Cm
Calyptranthes sintenisii,Cs
Camellia brevistyla,Cb
Camellia hiemalis,Ch
Camellia sinensis,Cs
Campomanesia adamantium,Ca
Campomanesia guaviroba,Cg
Campomanesia phaea,Cp
Campomanesia pubescens,Cp
Campomanesia sessiliflora,Cs
Campomanesia xanthocarpa,Cx
Cannabis sativa,Cs
Capsella grandiflora,Cg
Capsella rubella,Cr
Capsicum annum,Ca
Capsicum annuum,Ca
Capsicum baccatum,Cb
Capsicum chinense,Cc
Carduus pycnocephalus,Cp
Carica papaya,Cp
Carpinus fangiana,Cf
Carum carvi,Cc
Carum copticum,Cc
Carum graecum,Cg
Caryopteris odorata,Co
Cassinia laevis,Cl
Cassinia quinquefaria,Cq
Cassytha filiformis,Cf
Cassytha pubescens,Cp
Catharanthus roseus,Cr
Cayratia japonica,Cj
Cedrela odorata,Co
Centaurea aphrodisea,Ca
Centaurea athoa,Ca
Centaurea calcitrapa,Cc
Centaurea depressa,Cd
Centaurea hyalolepis,Ch
Centaurea iberica,Ci
Centaurea luschaniana,Cl
Centaurea paniculata,Cp
Centaurea polyclada,Cp
Centaurea rupestris,Cr
Centaurea solstitialis,Cs
Centaurea tossiensis,Ct
Centaurea wagenitzii,Cw
Centaurium erythraea,Ce
Centratherum punctatum,Cp
Cephalotus follicularis,Cf
Cerastium candidissimum,Cc
Cerasus yedoensis,Cy
Chaerophyllum crinitum,Cc
Chaerophyllum macropodum,Cm
Chaerophyllum macrospermum,Cm
Chaerophyllum prescottii,Cp
Chamaecyparis lawsoniana,Cl
Chamaemelum Nobile,CN
Chamomilla recutita,Cr
Chenopodium ambrosioides,Ca
Chenopodium quinoa,Cq
Chinese Wedelia,CW
Chrysopogon aucheri,Ca
Chrysopogon zizanioides,Cz
Chrysothamnus nauseosus,Cn
Chrysothamnus pulchellus,Cp
Chukrasia tabularis,Ct
Cicer arietinum,Ca
Cicer reticulatum,Cr
Cichorium intybus,Ci
Cinnamomum angustifolium,Ca
Cinnamomum aureofulvum,Ca
Cinnamomum durifolium,Cd
Cinnamomum iners,Ci
Cinnamomum magnificum,Cm
Cinnamomum micranthum,Cm
Cinnamomum montanum,Cm
Cinnamomum sericans,Cs
Cinnamomum tenuipile,Ct
Cinnamomum verum,Cv
Cinnamomum zeylanicum,Cz
Cinnamosma fragrans,Cf
Cirsium japonicum,Cj
Cistus creticus,Cc
Cistus monspeliensis,Cm
Citrofortunella microcarpa,Cm
Citrullus lanatus,Cl
Citrus aurantium,Ca
Citrus australasica,Ca
Citrus clementina,Cc
Citrus japonica,Cj
Citrus junos,Cj
Citrus limon,Cl
Citrus maxima,Cm
Citrus medica,Cm
Citrus reticulata,Cr
Citrus sinensis,Cs
Citrus unshiu,Cu
Clarkia breweri,Cb
Cleome coluteoides,Cc
Clinopodium brownei,Cb
Clinopodium menthifolium,Cm
Clinopodium thymifolium,Ct
Clusia nemorosa,Cn
Coatesia paniculata,Cp
Coespeletia spicata,Cs
Coespeletia thyrsiformis,Ct
Coffea arabica,Ca
Coffea canephora,Cc
Coleus aromaticus,Ca
Colquhounia coccinea,Cc
Commiphora myrrha,Cm
Conyza albida,Ca
Conyza bonariensis,Cb
Conyza canadensis,Cc
Copaifera langsdorffii,Cl
Copaifera reticulata,Cr
Corchorus capsularis,Cc
Corchorus olitorius,Co
Cordia leucocephala,Cl
Coriandrum sativum,Cs
Coridothymus capitatus,Cc
Corn mint,Cm
Corymbia citriodora,Cc
Cosmos sulphureus,Cs
Couroupita guianensis,Cg
Craniotome furcata,Cf
Crassocephalum biafrae,Cb
Crassocephalum bougheyanum,Cb
Crassocephalum crepidioides,Cc
Crassocephalum mannii,Cm
Crassocephalum montuosum,Cm
Crassocephalum rubens,Cr
Crinum latifolium,Cl
Crithmum maritimum,Cm
Croton cajucara,Cc
Croton campestris,Cc
Croton flavens,Cf
Croton jimenezii,Cj
Croton oligandrus,Co
Croton sacaquinha,Cs
Croton sonderianus,Cs
Croton zehntneri,Cz
Cucumber sativus,Cs
Cucumis melo,Cm
Cucumis sativus,Cs
Cucurbita maxima,Cm
Cucurbita moschata,Cm
Cucurbita pepo,Cp
Cunila angustifolia,Ca
Cunila galioides,Cg
Cunila spicata,Cs
Cupressus arizonica,Ca
Cupressus atlantica,Ca
Cupressus cashmeriana,Cc
Cupressus chengiana,Cc
Cupressus duclouxiana,Cd
Cupressus funebris,Cf
Cupressus guadalupensis,Cg
Cupressus macnabiana,Cm
Cupressus macrocarpa,Cm
Cupressus sempervirens,Cs
Cupressus tonkinensis,Ct
Cupressus torulosa,Ct
Curcuma aeruginosa,Ca
Curcuma angustifolia,Ca
Curcuma haritha,Ch
Curcuma leucorrhiza,Cl
Curcuma longa,Cl
Cuscuta australis,Ca
Cyclotrichium leucotrichum,Cl
Cyclotrichium straussii,Cs
Cymbocarpum wiedemannii,Cw
Cymbopogon afronardus,Ca
Cymbopogon citratus,Cc
Cymbopogon distans,Cd
Cymbopogon flexuosus,Cf
Cymbopogon giganteus,Cg
Cymbopogon martinii,Cm
Cymbopogon microstachys,Cm
Cymbopogon proximus,Cp
Cymbopogon winterianus,Cw
Cynara cardunculus,Cc
Cyperus esculentus,Ce
Cyperus maculatus,Cm
Cyperus rotundus,Cr
Daphnandra apatela,Da
Daphnandra johnsonii,Dj
Daphnandra melasmena,Dm
Daphnandra micrantha,Dm
Daphnandra repandula,Dr
Daphnandra tenuipes,Dt
Daucus carota,Dc
Daucus littoralis,Dl
Decaspermum humile,Dh
Decaspermum struckoilicum,Ds
Dendrobium catenatum,Dc
Dennettia tripetala,Dt
Desmos goezeanus,Dg
Desmos wardianus,Dw
Dianthus caryophyllus,Dc
Dichanthelium oligosanthes,Do
Dictamnus albus,Da
Dicyclophora persica,Dp
Diospyros blancoi,Db
Diplotaenia cachrydifolia,Dc
Dipteryx odorata,Do
Dittrichia graveolens,Dg
Dorcoceras hygrometricum,Dh
Dracocephalum aucheri,Da
Dracocephalum kotschyi,Dk
Dracocephalum moldavica,Dm
Dracocephalum speciosum,Ds
Drimys brasiliensis,Db
Dryopteris crassirhizoma,Dc
Ducrosia anethifolia,Da
Ducrosia assadii,Da
Echinacea purpurea,Ep
Echinophora carvifolia,Ec
Echinophora cinerea,Ec
Echinophora lamondiana,El
Echinophora orientalis,Eo
Echinophora platyloba,Ep
Echinophora tenuifolia,Et
Echinophora tournefortii,Et
Echinophora trichophylla,Et
Echinops graecus,Eg
Elettariopsis elan,Ee
Elsholtzia blanda,Eb
Elsholtzia ciliata,Ec
Elsholtzia densa,Ed
Elsholtzia fruticosa,Ef
Ensete glaucum,Eg
Ensete ventricosum,Ev
Eragrostis curvula,Ec
Erechtites hieracifolia,Eh
Eremostachys adenantha,Ea
Eremostachys macrophylla,Em
Erica manipuliflora,Em
Erigeron acris,Ea
Erigeron annuus,Ea
Erigeron floribundus,Ef
Eryngium billardieri,Eb
Eryngium bungei,Eb
Eryngium caeruleum,Ec
Eryngium expansum,Ee
Eryngium foetidum,Ef
Eryngium palmatum,Ep
Eryngium paludosum,Ep
Eryngium pandanifolium,Ep
Eryngium paniculatum,Ep
Eryngium rostratum,Er
Eryngium serbicum,Es
Eryngium vesiculosum,Ev
Erythranthe guttata,Eg
Eschweilera coriacea,Ec
Espeletia batata,Eb
Eucalyptus alba,Ea
Eucalyptus albens,Ea
Eucalyptus blakelyi,Eb
Eucalyptus camaldulensis,Ec
Eucalyptus citriodora,Ec
Eucalyptus cladocalyx,Ec
Eucalyptus crucis,Ec
Eucalyptus dalrympleana,Ed
Eucalyptus dealbata,Ed
Eucalyptus deanei,Ed
Eucalyptus decaisneana,Ed
Eucalyptus deglupta,Ed
Eucalyptus dives,Ed
Eucalyptus dura,Ed
Eucalyptus gigantangion,Eg
Eucalyptus globulus,Eg
Eucalyptus grandis,Eg
Eucalyptus gunnii,Eg
Eucalyptus houseana,Eh
Eucalyptus kingsmillii,Ek
Eucalyptus kruseana,Ek
Eucalyptus largiflorens,El
Eucalyptus leucoxylon,El
Eucalyptus macrocarpa,Em
Eucalyptus maculata,Em
Eucalyptus microcorys,Em
Eucalyptus microtheca,Em
Eucalyptus miniata,Em
Eucalyptus nesophila,En
Eucalyptus nitens,En
Eucalyptus orbifolia,Eo
Eucalyptus ovata,Eo
Eucalyptus polycarpa,Ep
Eucalyptus propinqua,Ep
Eucalyptus punctata,Ep
Eucalyptus radiata,Er
Eucalyptus raveretiana,Er
Eucalyptus robusta,Er
Eucalyptus saligna,Es
Eucalyptus sideroxylon,Es
Eucalyptus tereticornis,Et
Eucalyptus torelliana,Et
Eucalyptus urophylla,Eu
Eucalyptus viminalis,Ev
Eugenia acapulcensis,Ea
Eugenia arenosa,Ea
Eugenia argentea,Ea
Eugenia axillaris,Ea
Eugenia bacopari,Eb
Eugenia brasiliensis,Eb
Eugenia burkartiana,Eb
Eugenia catharinensis,Ec
Eugenia chlorophylla,Ec
Eugenia copacabanensis,Ec
Eugenia cuprea,Ec
Eugenia dimorpha,Ed
Eugenia dysenterica,Ed
Eugenia florida,Ef
Eugenia foetida,Ef
Eugenia hiemalis,Eh
Eugenia joenssonii,Ej
Eugenia mansoi,Em
Eugenia mattosii,Em
Eugenia melanadenia,Em
Eugenia moraviana,Em
Eugenia multicostata,Em
Eugenia octopleura,Eo
Eugenia pitanga,Ep
Eugenia platysema,Ep
Eugenia pluriflora,Ep
Eugenia punicifolia,Ep
Eugenia pyriformis,Ep
Eugenia ramboi,Er
Eugenia repanda,Er
Eugenia rhombea,Er
Eugenia rocana,Er
Eugenia rottleriana,Er
Eugenia speciosa,Es
Eugenia stigmatosa,Es
Eugenia stipitata,Es
Eugenia sulcata,Es
Eugenia umbelliflora,Eu
Eugenia uruguayensis,Eu
Eugenia xiriricana,Ex
Eupatorium cannabinum,Ec
Eupatorium capillifolium,Ec
Eupatorium coelestinum,Ec
Eupatorium triplinerve,Et
Eutrema salsugineum,Es
Falcaria falcarioides,Ff
Feijoa sellowiana,Fs
Feroniella lucida,Fl
Ferula assa-foetida,Fa
Ferula communis,Fc
Ferula galbaniflua,Fg
Ferula glauca,Fg
Ferula gummosa,Fg
Ferula hirtella,Fh
Ferula macrocolea,Fm
Ferula microcolea,Fm
Ferula ovina,Fo
Ferula szowitsiana,Fs
Ferulago angulata,Fa
Ferulago carduchorum,Fc
Ferulago confusa,Fc
Ferulago contracta,Fc
Ferulago longistylis,Fl
Ferulago phialocarpa,Fp
Ficus benjamina,Fb
Fimbristylis falcata,Ff
Fitzroya cupressoides,Fc
Flaveria linearis,Fl
Flourensia cernua,Fc
Foeniculum vulgare,Fv
Fortunella hindsii,Fh
Fragaria ananassa,Fa
Fragaria vesca,Fv
Fritillaria eduardii,Fe
Fritillaria imperialis,Fi
Fritillaria raddeana,Fr
Froriepia subpinnata,Fs
Fuernrohria setifolia,Fs
Galatella biflora,Gb
Geigeria alata,Ga
Geijera linearifolia,Gl
Geijera parviflora,Gp
Geijera salicifolia,Gs
Genipa americana,Ga
Genlisea aurea,Ga
Geranium macrorrhizum,Gm
Geranium phaeum,Gp
Ginkgo biloba,Gb
Glechoma hederacea,Gh
Glechoma sardoa,Gs
Glycine max,Gm
Glycine soja,Gs
Glycosmis pentaphylla,Gp
Glycyrrhiza glabra,Gg
Gmelina arborea,Ga
Goniothalamus macrophyllus,Gm
Gossypium arboreum,Ga
Gossypium australe,Ga
Gossypium barbadense,Gb
Gossypium hirsutum,Gh
Gossypium mustelinum,Gm
Gossypium raimondii,Gr
Grindelia robusta,Gr
Grindelia squarrosa,Gs
Guarea macrophylla,Gm
Guavaberry ,G
Gutierrezia mandonii,Gm
Gutierrezia repens,Gr
Gymnopodium floribundum,Gf
Gyrocarpus americanus,Ga
Handroanthus impetiginosus,Hi
Haplophyllum tuberculatum,Ht
Hedeoma mandoniana,Hm
Hedeoma multiflora,Hm
Hedychium coccineum,Hc
Hedychium coronarium,Hc
Hedychium flavescens,Hf
Hedychium gardnerianum,Hg
Hedychium larsenii,Hl
Helenium argentinum,Ha
Helianthus annuus,Ha
Helichrysum amorginum,Ha
Helichrysum arenarium,Ha
Helichrysum bracteiferum,Hb
Helichrysum faradifani,Hf
Helichrysum forskahlii,Hf
Helichrysum hypnoides,Hh
Helichrysum italicum,Hi
Helichrysum leucocephalum,Hl
Helichrysum melaleucum,Hm
Helichrysum stoechas,Hs
Hemidesmus indicus,Hi
Heracleum argaeum,Ha
Heracleum candolleanum,Hc
Heracleum crenatifolium,Hc
Heracleum paphlagonicum,Hp
Heracleum persicum,Hp
Heracleum platytaenium,Hp
Heracleum sphondylium,Hs
Hernandia albiflora,Ha
Hernandia bivalvis,Hb
Hernandia nymphaeifolia,Hn
Herniaria incana,Hi
Hesperis bicuspidata,Hb
Hesperis bottae,Hb
Hesperis podocarpa,Hp
Heteromorpha trifoliata,Ht
Heteropappus altaicus,Ha
Heteropyxis natalensis,Hn
Heterothalamus alienus,Ha
Heterotheca latifolia,Hl
Hevea brasiliensis,Hb
Hibiscus surattensis,Hs
Hibiscus syriacus,Hs
Hippia frutescens,Hf
Hippomarathrum boissieri,Hb
Hippomarathrum cristatum,Hc
Hippomarathrum microcarpum,Hm
Homalomena sagittifolia,Hs
Homoranthus biflorus,Hb
Homoranthus binghiensis,Hb
Homoranthus bornhardtiensis,Hb
Homoranthus cernuus,Hc
Homoranthus coracinus,Hc
Homoranthus croftianus,Hc
Homoranthus darwinioides,Hd
Homoranthus decasetus,Hd
Homoranthus decumbens,Hd
Homoranthus flavescens,Hf
Homoranthus floydii,Hf
Homoranthus homoranthoides,Hh
Homoranthus lunatus,Hl
Homoranthus melanostictus,Hm
Homoranthus montanus,Hm
Homoranthus papillatus,Hp
Homoranthus porteri,Hp
Homoranthus prolixus,Hp
Homoranthus thomasii,Ht
Homoranthus tropicus,Ht
Homoranthus virgatus,Hv
Homoranthus wilhelmii,Hw
Homoranthus zeteticorum,Hz
Hordeum vulgare,Hv
Humulus lupulus,Hl
Hydrocotyle javanica,Hj
Hydrocotyle sibthorpioides,Hs
Hydrocotyle umbellata,Hu
Hymenaea courbaril,Hc
Hymenocrater calycinus,Hc
Hymenocrater elegans,He
Hymenocrater platystegius,Hp
Hyoscyamus muticus,Hm
Hyparrhenia rufa,Hr
Hypericum brachyphyllum,Hb
Hypericum chapmanii,Hc
Hypericum cordatum,Hc
Hypericum fasciculatum,Hf
Hypericum frondosum,Hf
Hypericum galioides,Hg
Hypericum hircinum,Hh
Hypericum japonicum,Hj
Hypericum lloydii,Hl
Hypericum nitidum,Hn
Hypericum perforatum,Hp
Hypericum prolificum,Hp
Hypericum tenuifolium,Ht
Hyptidendron canum,Hc
Hyptis conferta,Hc
Hyptis crenata,Hc
Hyptis emoryi,He
Hyptis floribunda,Hf
Hyptis glomerata,Hg
Hyptis marrubioides,Hm
Hyptis martiusii,Hm
Hyptis mutabilis,Hm
Hyptis pectinata,Hp
Hyptis recurvata,Hr
Hyptis spicigera,Hs
Hyptis suaveolens,Hs
Hyptis velutina,Hv
Hyssopus officinalis,Ho
Ichthyothere terminalis,It
Illicium griffithii,Ig
Inula cuspidata,Ic
Inula hupehensis,Ih
Inula oculus-christi,Io
Irvingia barteri,Ib
Isodon eriocalyx,Ie
Isodon japonicus,Ij
Isodon rubescens,Ir
Jatropha curcas,Jc
Johreniopsis seseloides,Js
Juglans regia,Jr
Juniperus cedrus,Jc
Juniperus communis,Jc
Juniperus oxycedrus,Jo
Juniperus phoenicea,Jp
Juniperus thurifera,Jt
Kadenia dubia,Kd
Kadsura oblongifolia,Ko
Kaempferia Angustifolia,KA
Kaempferia galanga,Kg
Kaempferia rotunda,Kr
Kalanchoe daigremontiana,Kd
Kalanchoe fedtschenkoi,Kf
Kalanchoe laxiflora,Kl
Kalopanax septemlobus,Ks
Kelussia odoratissima,Ko
Kitagawia baicalensis,Kb
Klainedoxa gabonensis,Kg
Koanophyllon villosum,Kv
Kunzea affinis,Ka
Kunzea ambigua,Ka
Kunzea baxteri,Kb
Kunzea muelleri,Km
Kunzea parvifolia,Kp
Lactuca sativa,Ls
Laggera pterodonta,Lp
Lallemantia iberica,Li
Lallemantia peltata,Lp
Lantana camara,Lc
Lantana fucata,Lf
Lantana indica,Li
Lantana involucrata,Li
Lapageria rosea,Lr
Laser trilobum,Lt
Laserpitium zernyi,Lz
Laurus nobilis,Ln
Lavandula ×intermedia,L×
Lavandula angustifolia,La
Lavandula coronopifolia,Lc
Lavandula dentata,Ld
Lavandula latifolia,Ll
Lavandula luisieri,Ll
Lavandula officinalis,Lo
Lavandula stoechas,Ls
Lavandula viridis,Lv
Lecythis usitata,Lu
Leersia perrieri,Lp
lemon balm,lb
Leonotis ocymifolia,Lo
Lepechinia floribunda,Lf
Lepechinia meyenii,Lm
Lepechinia paniculata,Lp
Leptocarpha rivularis,Lr
Leptospermum citratum,Lc
Leptospermum coriaceum,Lc
Leptospermum fastigiatum,Lf
Leptospermum liversidgei,Ll
Leptospermum nitens,Ln
Levisticum officinale,Lo
Licaria puchury-major,Lp
Licaria salicifolia,Ls
Licaria triandra,Lt
Ligusticum mutellina,Lm
Limnophila chinensis,Lc
Lindera strychnifolia,Ls
Linum usitatissimum,Lu
Lippia alba,La
Lippia alnifolia,La
Lippia gracilis,Lg
Lippia graveolens,Lg
Lippia javanica,Lj
Lippia sidoides,Ls
Litsea cubeba,Lc
Lomatium brandegeei,Lb
Lomatium dissectum,Ld
Lomatium foeniculaceum,Lf
Lomatium graveolens,Lg
Lomatium grayi,Lg
Lomatium howellii,Lh
Lomatium junceum,Lj
Lomatium nevadense,Ln
Lomatium parryi,Lp
Lomatium rigidum,Lr
Lomatium torreyi,Lt
Lotus japonicus,Lj
Luffa aegyptiaca,La
Luma chequen,Lc
Lupinus albus,La
Lupinus angustifolius,La
Lychnophora pinaster,Lp
Lycopodium clavatum,Lc
Lycopus australis,La
Macleaya cordata,Mc
Maclura pomifera,Mp
Magnolia grandiflora,Mg
Mahonia japonica,Mj
Malabaila aurea,Ma
Malus baccata,Mb
Malus domestica,Md
Manihot esculenta,Me
Manilkara achras,Ma
Mantisalca duriaei,Md
Marchantia polymorpha,Mp
Marchesinia mackaii,Mm
Margyricarpus pinnatus,Mp
Marlierea eugeniopsoides,Me
Marlierea obscura,Mo
Marlierea sylvatica,Ms
Marlierea tomentosa,Mt
Marrubium anisodon,Ma
Marrubium astracanicum,Ma
Marrubium bourgaei,Mb
Marrubium crassidens,Mc
Marrubium parviflorum,Mp
Marrubium peregrinum,Mp
Marrubium propinquum,Mp
Marrubium vulgare,Mv
Marsypianthes chamaedrys,Mc
Matricaria chamomilla,Mc
meadow clary,mc
Medicago truncatula,Mt
Melaleuca alternifolia,Ma
Melaleuca armillaris,Ma
Melaleuca atroviridis,Ma
Melaleuca bracteata,Mb
Melaleuca cajuputi,Mc
Melaleuca concreta,Mc
Melaleuca deanei,Md
Melaleuca decussata,Md
Melaleuca ericifolia,Me
Melaleuca exuvia,Me
Melaleuca hamata,Mh
Melaleuca interioris,Mi
Melaleuca leucadendra,Ml
Melaleuca linariifolia,Ml
Melaleuca minutifolia,Mm
Melaleuca monatha,Mm
Melaleuca quinquenervia,Mq
Melaleuca scalena,Ms
Melaleuca squamophloia,Ms
Melaleuca stereophloia,Ms
Melaleuca styphelioides,Ms
Melaleuca sylvana,Ms
Melaleuca teretifolia,Mt
Melaleuca uncinata,Mu
Melaleuca uxorum,Mu
Melaleuca vinnula,Mv
Melaleuca viridiflora,Mv
Melaleuca zeteticorum,Mz
Melicoccus bijugatusss,Mb
Mentha ×rotundifolia,M×
Mentha aquatica,Ma
Mentha canadensis,Mc
Mentha citrata,Mc
Mentha gracilis,Mg
Mentha grandiflora,Mg
Mentha longifolia,Ml
Mentha piperita,Mp
Mentha pulegium,Mp
Mentha sachalinensis,Ms
Mentha spicata,Ms
Meriandra bengalensis,Mb
Meum athamanticum,Ma
Micromeria biflora,Mb
Micromeria cremnophila,Mc
Micromeria cristata,Mc
Micromeria dalmatica,Md
Micromeria juliana,Mj
Micromeria libanotica,Ml
Micromeria parviflora,Mp
Micromeria persica,Mp
Micromeria pseudocroatica,Mp
